file source,DatasetID,MicroplasticID,Scientist,Photo,Colour,SizeMM,Type,FTIR_Plastic,"FTIR_Plastic_Probability score >0,4",FTIR_Polymer,"FTIR_Polymer_Probability score >0,4",FTIR_Polymer_full,FTIR_Polymer_standardised,Match FTIR %,FTIR_MethodUsed,Info
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid01,n. ludvik; m. grego (nib),xviiid01,white,8.47,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid02,n. ludvik; m. grego (nib),xviiid02,colourless,3.08,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid04,n. ludvik; m. grego (nib),xviiid04,colourless,3.54,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid05,n. ludvik; m. grego (nib),xviiid05,colourless,4.5,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid07,n. ludvik; m. grego (nib),xviiid07,colourless,3.46,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid09,n. ludvik; m. grego (nib),xviiid09,colourless,2.43,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid10,n. ludvik; m. grego (nib),xviiid10,colourless,3.44,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid12,n. ludvik; m. grego (nib),xviiid12,colourless,2.4,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie01,n. ludvik; m. grego (nib),xviiie01,colourless,2.68,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie03,n. ludvik; m. grego (nib),xviiie03,white,1.7,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie04,n. ludvik; m. grego (nib),xviiie04,colourless,3.4,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie05,n. ludvik; m. grego (nib),xviiie05,colourless,2.68,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie08,n. ludvik; m. grego (nib),xviiie08,white,1.43,foams,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie12,n. ludvik; m. grego (nib),xviiie12,white,2.56,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiif01,n. ludvik; m. grego (nib),xviiif01,colourless,2.2,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid06,n. ludvik; m. grego (nib),xviiid06,colourless,5.47,films,yes,na,polypropylene,na,polypropylene,polypropylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie10,n. ludvik; m. grego (nib),xviiie10,white,1.88,fragments,yes,na,polypropylene,na,polypropylene,polypropylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiib08,n. ludvik; m. grego (nib),xviiib08,white,2.63,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiib10,n. ludvik; m. grego (nib),xviiib10,white,1.75,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiib12,n. ludvik; m. grego (nib),xviiib12,white,3.71,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiic01,n. ludvik; m. grego (nib),xviiic01,white,2.74,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie06,n. ludvik; m. grego (nib),xviiie06,white,1.85,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie07,n. ludvik; m. grego (nib),xviiie07,white,1.92,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie09,n. ludvik; m. grego (nib),xviiie09,white,2.87,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiie11,n. ludvik; m. grego (nib),xviiie11,white,1.9,foams,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiic11,n. ludvik; m. grego (nib),xviiic11,colourless,3.1,films,yes,na,acrylate copolymer,na,acrylate copolymer,acrylic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiib09,n. ludvik; m. grego (nib),xviiib09,white,2.44,foams,yes,na,polyvinyl,na,polyvinyl,to be determined,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiic04,n. ludvik; m. grego (nib),xviiic04,white,1.42,foams,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6426c,xviiid03,n. ludvik; m. grego (nib),xviiid03,colourless,2.44,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6692,xviig02,n. ludvik; m. grego (nib),xviig02,colourless,1,fragments,yes,na,polyamide,na,polyamide,polyamide,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6692,xviif12,n. ludvik; m. grego (nib),xviif12,white,3.52,films,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6692,xviig03,n. ludvik; m. grego (nib),xviig03,colourless,11.7,fragments,yes,na,polypropylene,na,polypropylene,polypropylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6692,xviif11,n. ludvik; m. grego (nib),xviif11,colourless,1.73,foams,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6644,xviiih07,n. ludvik; m. grego (nib),xviiih07,colourless,17.79,fragments,yes,na,ethylene vinyl acetate copolymer,na,ethylene vinyl acetate copolymer,to be determined,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6644,xviiih06,n. ludvik; m. grego (nib),xviiih06,colourless,1.29,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6641,xviiih02,n. ludvik; m. grego (nib),xviiih02,white,7.78,filaments,yes,na,polyethylene,na,polyethylene,polyethylene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6641,xviiih04,n. ludvik; m. grego (nib),xviiih04,colourless,4.76,films,yes,na,polystyrene,na,polystyrene,polystyrene,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6641,xviiih01,n. ludvik; m. grego (nib),xviiih01,white,4.62,foams,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6539,xviig05,n. ludvik; m. grego (nib),xviig05,colourless,14.26,fragments,no,na,glass,na,glass,glass,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6539,xviig09,n. ludvik; m. grego (nib),xviig09,colourless,1.9,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6238,xvia05,n. ludvik; m. grego (nib),xvia05,colourless,3.2,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6327,na,n. ludvik; m. grego (nib),na,na,na,na,na,na,na,na,NA,na,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,no particle analysed for ftir
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6402,xvib03,n. ludvik; m. grego (nib),xvib03,colourless,1.5,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6402,xvib02,n. ludvik; m. grego (nib),xvib02,colourless,1,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6549,xvic08,n. ludvik; m. grego (nib),xvic08,green,3.68,fragments,no,na,glue,na,glue,to be determined,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6549,xvic09,n. ludvik; m. grego (nib),xvic09,green,2.27,fragments,no,na,glue,na,glue,to be determined,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6550,xvif02,n. ludvik; m. grego (nib),xvif02,green,1.69,fragments,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6550,xvif05,n. ludvik; m. grego (nib),xvif05,green,2.63,fragments,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6591,xvia11,n. ludvik; m. grego (nib),xvia11,white,2.5,fragments,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6591,xvia12,n. ludvik; m. grego (nib),xvia12,colourless,1.5,films,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
slovenia_verified_data_plasticpirates_autumn2022_spring2023.xlsx,si_6635,xviiig11,n. ludvik; m. grego (nib),xviiig11,white,1.44,foams,no,na,na,na,na,undefined non-plastic,na,uatr; start cm-1: 4000 and cm-1: 450; 4 scans,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6466,na,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,na,na,na,na,na,na,na,na,na,na,na,no microplastics found
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6512,1,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,colourless,4.5,filaments,yes,na,polypropylene,na,polypropylene,polypropylene,81,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6512,2,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,colourless,3,films,yes,na,polyethylene,na,polyethylene,polyethylene,83,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,6,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,brown,4.5,fragments,yes,na,fiberglass,na,fiberglass,to be determined,83,varian cary 630 in house  libs,it looks like fragment from a wall
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,7,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,brown,5,fragments,yes,na,fiberglass,na,fiberglass,to be determined,83,varian cary 630 in house  libs,it looks like fragment from a wall
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,8,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,blue,2.4,films,yes,na,polyethylene,na,polyethylene,polyethylene,96,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,9,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,blue,3,films,yes,na,polyethylene,na,polyethylene,polyethylene,96,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,10,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,blue,4,films,yes,na,polyethylene,na,polyethylene,polyethylene,96,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,11,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,multicolour,2.5,non-plastic filaments,yes,na,cellulose,na,cellulose,natural fibres,99,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,12,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,brown,1.9,undefined micro-litter items,yes,na,cellulose,na,cellulose,natural fibres,96,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,13,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,white,1.2,films,yes,na,polyethylene,na,polyethylene,polyethylene,80,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,14,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,blue,0.7,films,yes,na,polyethylene,na,polyethylene,polyethylene,95,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6565,15,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,colourless,1,films,yes,na,polyethylene,na,polyethylene,polyethylene,85,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6592,3,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,blue,4.1,fragments,yes,na,polyethylene,na,polyethylene,polyethylene,87,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6592,4,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,colourless,8,films,yes,na,polyethylene,na,polyethylene,polyethylene,98,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6592,5,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,colourless,3.9,films,yes,na,polyethylene,na,polyethylene,polyethylene,96,varian cary 630 in house  libs,na
greece_verified_data_plasticpirates_autumn2022_spring2023.xlsx,gr_6609,16,argiro adamopoulou (hcmr) - adamopoulou@hcmr.gr,na,na,5,films,na,na,na,na,na,na,na,na,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a1,valentina burdukovska,pp_mp_t1_1a1.jpg,black,4.4,pellets,yes,na,pe,na,polyethylene,polyethylene,97,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a2,valentina burdukovska,pp_mp_t1_1a2.jpg,black,5.2,pellets,yes,na,pe,na,polyethylene,polyethylene,95,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a3,valentina burdukovska,pp_mp_t1_1a3.jpg,white,3.8,pellets,yes,na,pp,na,polypropylene,polypropylene,97,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a4,valentina burdukovska,pp_mp_t1_1a4.jpg,black,4.6,pellets,yes,na,pe,na,polyethylene,polyethylene,86,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a5,valentina burdukovska,pp_mp_t1_1a5.jpg,black,4.57,fragments,yes,na,pp,na,polypropylene,polypropylene,95,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a6,valentina burdukovska,pp_mp_t1_1a6.jpg,colourless,10.3,fragments,yes,na,pe,na,polyethylene,polyethylene,98,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a7,valentina burdukovska,pp_mp_t1_1a7.jpg,black,3.43,fragments,yes,na,pe,na,polyethylene,polyethylene,99,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a9,valentina burdukovska,pp_mp_t1_1a9.jpg,brown,3.7,fragments,yes,na,unidentified,na,unidentified,undefined plastic,52,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1a10,valentina burdukovska,pp_mp_t1_1a10.jpg,grey,2.7,fragments,yes,na,unidentified,na,unidentified,undefined plastic,67,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_1,valentina burdukovska,pp_mp_t1_1.jpeg,colourless,160,fragments,yes,na,pp,na,polypropylene,polypropylene,99,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_2,valentina burdukovska,pp_mp_t1_2.jpeg,blue,270,fragments,yes,na,pe,na,polyethylene,polyethylene,98,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6890,t1_3,valentina burdukovska,pp_mp_t1_3.jpeg,grey,570,fragments,yes,na,pe,na,polyethylene,polyethylene,98,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6914,t2_1d1,valentina burdukovska,pp_mp_t2_1d1.jpg,grey,1.24,fragments,yes,na,unidentified / methyl oleate,na,unidentified / methyl oleate,to be determined,65,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6914,t2_1d2,valentina burdukovska,pp_mp_t2_1d2.jpg,black,1.8,fragments,yes,na,pp,na,polypropylene,polypropylene,85,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6914,t2_sk1,valentina burdukovska,pp_mp_t2_sk1.jpg,black,7,filaments,na,na,unidentified,na,unidentified,unidentified plastic / non-plastic,na,needle; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6914,t2_sk2,valentina burdukovska,pp_mp_t2_sk2.jpg,black,4.5,filaments,na,na,unidentified,na,unidentified,unidentified plastic / non-plastic,na,needle; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6914,t2_sk3,valentina burdukovska,pp_mp_t2_sk3.jpg,black,2.5,filaments,na,na,unidentified,na,unidentified,unidentified plastic / non-plastic,na,needle; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_6914,t2_sk4,valentina burdukovska,pp_mp_t2_sk4.jpg,black,4,filaments,na,na,unidentified,na,unidentified,unidentified plastic / non-plastic,na,needle; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7073,t3_2b1,valentina burdukovska,pp_mp_t3_2b1.jpeg; pp_mp_t3_2b1_2.jpeg,red,190,fragments,yes,na,pp,na,polypropylene,polypropylene,98,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7073,t3_sk1,valentina burdukovska,pp_mp_t3_sk1.jpg,red,3.1,filaments,na,na,unidentified,na,unidentified,unidentified plastic / non-plastic,na,needle; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a1,valentina burdukovska,pp_mp_t4_2a1.jpg,white,3.38,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,82,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a2,valentina burdukovska,pp_mp_t4_2a2.jpg,white,3.3,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,84,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a3,valentina burdukovska,pp_mp_t4_2a3.jpg,white,3.77,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,80,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a4,valentina burdukovska,pp_mp_t4_2a4.jpg,white,3.1,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,83,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a5,valentina burdukovska,pp_mp_t4_2a5.jpg,white,2.88,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,89,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a6,valentina burdukovska,pp_mp_t4_2a6.jpg,white,3.3,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,70,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a7,valentina burdukovska,pp_mp_t4_2a7.jpg,white,1.1,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,85,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_2a8,valentina burdukovska,pp_mp_t4_2a8.jpg,white,1.2,films,yes,na,pe ethyl acrylate,na,polyethyleneethyl acrylate,polyethylene,76,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7074,t4_sk1,valentina burdukovska,na,black,3.7,filaments,na,na,unidentified,na,unidentified,unidentified plastic / non-plastic,na,needle; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1b1,valentina burdukovska,pp_mp_t5_1b1.jpg,white,4.4,fragments,yes,na,ps,na,polystyrene,polystyrene,81,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1b2,valentina burdukovska,pp_mp_t5_1b2.jpg,white,5.6,fragments,yes,na,pur,na,polyurethane,polyurethane,80,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1b3,valentina burdukovska,pp_mp_t5_1b3.jpg,white,5.3,fragments,yes,na,ps,na,polystyrene,polystyrene,76,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1b4,valentina burdukovska,pp_mp_t5_1b4.jpg,white,3.6,fragments,yes,na,pur,na,polyurethane,polyurethane,78,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1b5,valentina burdukovska,pp_mp_t5_1b5.jpg,white,2.7,fragments,yes,na,ps,na,polystyrene,polystyrene,88,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1b7,valentina burdukovska,pp_mp_t5_1b7.jpg,white,2.3,fragments,yes,na,ardil,na,ardil,to be determined,88,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_1,valentina burdukovska,pp_mp_t5_1.jpeg,colourless,15,films,yes,na,pe,na,polyethylene,polyethylene,97,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_2,valentina burdukovska,pp_mp_t5_2.jpeg,white,12,films,yes,na,pe,na,polyethylene,polyethylene,97,atr-ftir; ParticleAnalysisProtocol_Latvia,na
latvia_verified_data_plasticpirates_autumn2023.xlsx,lv_7072,t5_3,valentina burdukovska,pp_mp_t5_3.jpeg,yellow,23,films,yes,na,polylauryl acrylate,na,polylauryl acrylate,to be determined,99,atr-ftir; ParticleAnalysisProtocol_Latvia,na
